message,target
I told that am coming on wednesday.,0
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,1
"I'll text carlos and let you know, hang on",0
Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,0
"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",0
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",0
No plm i will come da. On the way.,0
Theyre doing it to lots of places. Only hospitals and medical places are safe.,0
No no:)this is kallis home ground.amla home town is durban:),0
K..k...from tomorrow onwards started ah?,0
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,1
K I'll be there before 4.,0
"Yup, leaving right now, be back soon",0
"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",0
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",1
Maybe i could get book out tomo then return it immediately ..? Or something.,0
Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,0
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",1
At 4. Let's go to bill millers,0
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,1
"Latest News! Police station toilet stolen, cops have nothing to go on!",1
I'm home. Ard wat time will u reach?,0
"As usual..iam fine, happy &amp; doing well..:)",0
How much did ur hdd casing cost.,0
What happen dear. Why you silent. I am tensed,0
Please tell me you have some of that special stock you were talking about,0
ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,0
About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,0
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,0
Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,0
Then any special there?,0
Wait  &lt;#&gt;  min..,0
No da if you run that it activate the full version da.,0
"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",0
Get ready to put on your excellent sub face :),0
EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,0
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,0
We can make a baby in yo tho,0
Finally the match heading towards draw as your prediction.,0
"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",0
Host-based IDPS for linux systems.,0
"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",0
WHO ARE YOU SEEING?,0
Oh Howda gud gud.. Mathe en samachara chikku:-),0
As in i want custom officer discount oh.,0
U GOIN OUT 2NITE?,0
"Aight no rush, I'll ask jay",0
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,0
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,0
I dont want to hear philosophy. Just say what happen,0
HMM yeah if your not too grooved out! And im looking forward to my pound special :),0
Cos daddy arranging time c wat time fetch ü mah...,0
How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,0
Reverse is cheating. That is not mathematics.,0
Hello! Good week? Fancy a drink or something later?,0
Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,0
Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,0
What time is ur flight tmr?,0
Hi mom we might be back later than  &lt;#&gt; ,0
How do you guys go to see movies on your side.,0
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",0
Hmmm.but you should give it on one day..,0
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,0
"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",0
Ha... U jus ate honey ar? So sweet...,0
Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,0
I am 6 ft. We will be a good combination!,0
I'm reaching home in 5 min.,0
No da. I am happy that we sit together na,0
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",0
Should I tell my friend not to come round til like  &lt;#&gt; ish?,0
MMM ... Fuck .... Merry Christmas to me,0
Why do you ask princess?,0
I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,0
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,1
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,1
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,0
"Yeah, that's fine! It's £6 to get in, is that ok? ",0
Ranjith cal drpd Deeraj and deepak 5min hold,0
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,0
K.k:)when are you going?,0
Wife.how she knew the time of murder exactly,0
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",0
I borrow ur bag ok.,0
Ha ha ha good joke. Girls are situation seekers.,0
Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,0
I'll let you know when it kicks in,0
"Ok omw now, you at castor?",0
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,0
Is ur paper today in e morn or aft?,0
U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,0
Did you stitch his trouser,0
Networking technical support associate.,0
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,1
Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,0
Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,0
My drive can only be read. I need to write,0
Meeting u is my work. . . Tel me when shall i do my work tomorrow,0
Havent shopping now lor i juz arrive only,0
"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",0
Nope. I just forgot. Will show next week,0
Aiyah ok wat as long as got improve can already wat...,0
Yeah we do totes. When u wanna?,0
Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,1
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,0
He's just gonna worry for nothing. And he won't give you money its no use.,0
"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",1
Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,0
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",1
But i have to. I like to have love and arrange.,0
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,1
"Yup. Anything lor, if u dun wan it's ok...",0
Genius what's up. How your brother. Pls send his number to my skype.,0
"Alright, I'll head out in a few minutes, text me where to meet you",0
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",1
Correct. So how was work today,0
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",1
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,0
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,0
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",0
We have pizza if u want,0
Not to worry. I'm sure you'll get it.,0
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1
Easy ah?sen got selected means its good..,0
Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,0
"K I'm ready,  &lt;#&gt; ?",0
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",0
When you are big..| God will bring success.,0
Prepare to be pounded every night...,0
Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,0
Thanks honey. Have a great day.,0
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",1
ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,1
Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,0
"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",0
Oh yeah clearly it's my fault,0
"Come to me right now, Ahmad",0
In the end she might still vomit but its okay. Not everything will come out.,0
Hey tmr maybe can meet you at yck,0
ringtoneking 84484,1
Hasn't that been the pattern recently crap weekends?,0
645,0
Where r we meeting?,0
NO GIFTS!! You trying to get me to throw myself off a cliff or something?,0
Bring it if you got it,0
My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),0
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",1
Am in film ill call you later.,0
Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,1
SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!,0
Doing my masters. When will you buy a bb cos i have for sale and how's bf,0
I'm vivek:)i got call from your number.,0
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",0
Dude got a haircut. Now its breezy up there,0
I havent add ü yet right.. ,0
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,1
I'm serious. You are in the money base,0
Hey mr whats the name of that bill brison book the one about language and words ,0
I surely dont forgot to come:)i will always be in touch in with you:-),0
i thought we were doing a king of the hill thing there.,0
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",0
So u workin overtime nigpun?,0
I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... ,0
"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",0
I hope you know I'm still mad at you.,0
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",0
"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",0
"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",0
Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,1
Yup...,0
"Yeah, don't go to bed, I'll be back before midnight",0
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,0
Ü ready then call me...,0
Sorry . I will be able to get to you. See you in the morning.,0
So what did the bank say about the money?,0
Gudnite....tc...practice going on,0
I donno if they are scorable,0
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,1
Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,0
"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",0
And popping &lt;#&gt; ibuprofens was no help.,0
"By the way, 'rencontre' is to meet again. Mountains dont....",0
Sounds like you have many talents! would you like to go on a dinner date next week?,0
So can collect ur laptop?,0
How much u trying to get?,0
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,0
Gud mrng dear hav a nice day,0
Yup i'm elaborating on the safety aspects and some other issues..,0
Good words.... But words may leave u in dismay many times.,0
Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,0
"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",0
"Its ok chikku, and its my 1 of favourite song..:-)",0
Chk in ur belovd ms dict,0
I liked your new house,0
My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,0
I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,0
Thx. All will be well in a few months,0
Sos! Any amount i can get pls.,0
Yunny i'm walking in citylink now ü faster come down... Me very hungry...,0
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",0
No need to say anything to me. I know i am an outsider,0
"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",0
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,1
Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,1
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,0
No dear i was sleeping :-P,0
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,0
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",0
WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,0
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0
Pls she needs to dat slowly or she will vomit more.,0
"Sorry, I'll call later",0
Yup. Thk of u oso boring wat.,0
Reason is if the team budget is available at last they buy the unsold players for at base rate..,0
Sian... Aft meeting supervisor got work 2 do liao... U working now?,0
Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,0
"Haha awesome, omw back now then",0
Stupid.its not possible,0
Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,0
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0
"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50",1
Go where n buy? Juz buy when we get there lar.,0
Dare i ask... Any luck with sorting out the car?,0
Free any day but i finish at 6 on mon n thurs...,0
"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",0
Aiyah u did ok already lar. E nydc at wheellock?,0
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,1
&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,0
I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),0
if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,0
"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",0
Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,0
"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night",0
Can ü all decide faster cos my sis going home liao..,0
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",1
Ard 6 like dat lor.,0
We have all rounder:)so not required:),0
Er mw im filled tuth is aight,0
Good morning princess! Have a great day!,0
"No, but you told me you were going, before you got drunk!",0
dont make ne plans for nxt wknd coz she wants us to come down then ok,0
I think i've fixed it can you send a test message?,0
I love you both too :-),0
Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,0
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",1
Dont talk to him ever ok its my word.,0
Yeah no probs - last night is obviously catching up with you... Speak soon ,0
Well I'm going to be an aunty!,0
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,0
I'm really sorry I lit your hair on fire,0
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,1
X2  &lt;#&gt; . Are you going to get that,0
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,0
did u get that message,0
Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,0
&lt;#&gt;  w jetton ave if you forgot,0
Stop the story. I've told him i've returned it and he's saying i should not re order it.,0
I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,0
But if she.s drinkin i'm ok.,0
I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,0
"Just looked it up and addie goes back Monday, sucks to be her",0
K..u also dont msg or reply to his msg..,0
"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",0
network operator. The service is free. For T & C's visit 80488.biz,1
"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",0
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0
Do u hav any frnd by name ashwini in ur college?,0
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",1
I'm going out to buy mum's present ar.,0
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,0
K tell me anything about you.,0
RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,1
"Hi this is yijue, can i meet u at 11 tmr?",0
I am sorry it hurt you.,0
Sending you greetings of joy and happiness. Do have a gr8 evening,0
"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",0
Change again... It's e one next to escalator...,0
Is there coming friday is leave for pongal?do you get any news from your work place.,0
"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",0
"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",0
Okay... I booked all already... Including the one at bugis.,0
"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",0
I think if he rule tamilnadu..then its very tough for our people.,0
Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,0
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",0
"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",0
Good morning princess! How are you?,0
"Ya, told..she was asking wats matter?",0
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,0
Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,0
"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",0
aathi..where are you dear..,0
HAPPY NEW YEAR MY NO.1 MAN,0
"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154",1
I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,0
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0
Armand says get your ass over to epsilon,0
No need for the drug anymore.,0
Thank god they are in bed!,0
I'm still pretty weak today .. Bad day ?,0
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,0
"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",0
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,1
"I didnt get ur full msg..sometext is missing, send it again",0
In work now. Going have in few min.,0
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",0
"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO",0
"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",0
Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,0
"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",0
Thanx but my birthday is over already.,0
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),0
Hi. Hope you had a good day. Have a better night.,0
Well that must be a pain to catch,0
Wat time u finish ur lect today?,0
"I‘ve got some salt, you can rub it in my open wounds if you like!",0
7 lor... Change 2 suntec... Wat time u coming?,0
No shoot me. I'm in the docs waiting room. :/,0
I not busy juz dun wan 2 go so early.. Hee.. ,0
Y so late but i need to go n get da laptop...,0
Same as kallis dismissial in 2nd test:-).,0
I'm not coming home 4 dinner.,0
Or ü go buy wif him then i meet ü later can?,0
"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",0
We'll you pay over like  &lt;#&gt; yrs so its not too difficult,0
Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),0
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",0
Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,0
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,1
"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",0
Gd luck 4 ur exams :-),0
Are you coming to day for class.,0
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",0
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1
"Ya ok, then had dinner?",0
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,1
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",1
I reach home safe n sound liao...,0
I want to go to perumbavoor,0
Yes. It's all innocent fun. O:-),0
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",1
"Awesome, lemme know whenever you're around",0
All e best 4 ur driving tmr :-),0
"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",0
Do you think i can move  &lt;#&gt;  in a week,0
"Just arrived, see you in a couple days &lt;3",0
"Ok., is any problem to u frm him? Wats matter?",0
Nan sonathaya soladha. Why boss?,0
I dont thnk its a wrong calling between us,0
Are you going to wipro interview today?,0
The bus leaves at  &lt;#&gt; ,0
Alex says he's not ok with you not being ok with it,0
"Alright, see you in a bit",0
I'm coming home 4 dinner.,0
What class of  &lt;#&gt;  reunion?,0
Cool. So how come you havent been wined and dined before?,0
But pls dont play in others life.,0
Hi' Test on  &lt;#&gt; rd ....,0
Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,0
Mm you ask him to come its enough :-),0
"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",0
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,1
So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,0
I did. One slice and one breadstick. Lol,0
I think i am disturbing her da,0
Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,0
Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,1
"Hiya, had a good day? Have you spoken to since the weekend?",0
You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,0
Ü log off 4 wat. It's sdryb8i,0
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,0
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,0
